VehicleID,Manufacturer,Model,Fuel Type,Fuel Efficiency,EFF (km/l)/(km/kwh),Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Year
001116_Toyota_yarisativsmart=Petrol,Toyota,yaris ativ smart,Petrol,14-16,15.0,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
001117_Toyota_yarisativsport=Petrol,Toyota,yaris ativ sport,Petrol,14-16,15.0,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
001118_Toyota_yariscross=Petrol,Toyota,yaris cross,Petrol,23.1,23.1,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001119_Toyota_yariscrossadventurehev=Hybrid,Toyota,yaris cross adventure hev,Hybrid,25,25.0,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
001120_Toyota_yariscrossgrsporthev=Hybrid,Toyota,yaris cross gr sport hev,Hybrid,25,25.0,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
001121_Toyota_yariscrosshev=Hybrid,Toyota,yaris cross hev,Hybrid,25,25.0,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2022–2025
001122_Toyota_yariscrossmodelistahev=Hybrid,Toyota,yaris cross modelista hev,Hybrid,25,25.0,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001123_Toyota_yariscrosssmarthev=Hybrid,Toyota,yaris cross smart hev,Hybrid,25,25.0,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001124_Toyota_yariscrossz=Petrol,Toyota,yaris cross z,Petrol,20.5,20.5,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001125_Toyota_yariscrosszadventurehev=Hybrid,Toyota,yaris cross z adventure hev,Hybrid,27.8,27.8,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
001126_Toyota_yariscrosszhev=Hybrid,Toyota,yaris cross z hev,Hybrid,27.8,27.8,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2022–2025
001127_Toyota_yarisg=Petrol,Toyota,yaris g,Petrol,17.1,17.1,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022–2025
001128_Toyota_yarisx=Petrol,Toyota,yaris x,Petrol,14-17,15.5,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022–2025
001129_Toyota_yariszhev=Hybrid,Toyota,yaris z hev,Hybrid,27.8,27.8,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
001130_Toyota_yariszg=Petrol,Toyota,yaris zg,Petrol,14-17,15.5,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
001131_Volkswagen_beetle=Petrol,Volkswagen,beetle,Petrol,10.98,10.98,hatchback,4,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020
001132_Volkswagen_golfgtline=Petrol,Volkswagen,golf gt line,Petrol,16.7-17.2,16.9,convertible,4,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2011
001133_Volkswagen_id4pro=Electric,Volkswagen,id 4 pro,Electric,4-6.5,5.2,suv,5,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
001134_Volkswagen_id5pro=Electric,Volkswagen,id 5 pro,Electric,6.07-6.97,6.5,suv,5,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
001135_Volkswagen_polo=Petrol,Volkswagen,polo,Petrol,16.47-18.78,17.6,hatchback,5,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
001136_Volkswagen_polor-line=Petrol,Volkswagen,polo r-line,Petrol,16.5-18,17.2,hatchback,5,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
001137_Volkswagen_polotsiactive=Petrol,Volkswagen,polo tsi active,Petrol,16.73-18.78,17.8,hatchback,5,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
001138_Volkswagen_t-cross=Petrol,Volkswagen,t-cross,Petrol,16-18,17.0,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023–2024
001139_Volkswagen_tiguan=Diesel,Volkswagen,tiguan,Diesel,16,16.0,suv,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013
001140_Volkswagen_tiguanallspace=Petrol,Volkswagen,tiguan allspace,Petrol,11-13.16,12.1,suv,7,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
001141_Volkswagen_tiguantdi-4motion=Diesel,Volkswagen,tiguan tdi-4 motion,Diesel,15.5-16.67,16.1,suv,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013
001142_Zotye_z100=Petrol,Zotye,z100,Petrol,16-18,17.0,hatchback,5,156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2017,2019,2020"
