VehicleID,Manufacturer,Model,Fuel Type,Fuel Efficiency,EFF (km/l)/(km/kwh),Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Year
00841_Suzuki_wagonrcustomz=Petrol,Suzuki,wagon r custom z,Petrol,23.56-25.19,24.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
00842_Suzuki_wagonrcustomz=Hybrid,Suzuki,wagon r custom z,Hybrid,22-28.8,25.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
00843_Suzuki_wagonrfx=Hybrid,Suzuki,wagon r fx,Hybrid,22-28.8,25.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2014,2022,2025"
00844_Suzuki_wagonrfx=Petrol,Suzuki,wagon r fx,Petrol,23.56-25.19,24.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2017,2018,2020,2023,2024"
00845_Suzuki_wagonrfz=Petrol,Suzuki,wagon r fz,Petrol,23.56-25.19,24.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2014,2017,2018,2023,2025"
00846_Suzuki_wagonrfz=Hybrid,Suzuki,wagon r fz,Hybrid,22-28.8,25.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2015,2016,2019,2022"
00847_Suzuki_wagonrstingray=Hybrid,Suzuki,wagon r stingray,Hybrid,22-28.8,25.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2014,2019,2025"
00848_Suzuki_wagonrstingray=Petrol,Suzuki,wagon r stingray,Petrol,22-28,25.0,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2015,2016,2017,2018,2023"
00849_Suzuki_wagonrzt=Petrol,Suzuki,wagon r zt,Petrol,23.56-25.19,24.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022
00850_Suzuki_wagonrzt=Hybrid,Suzuki,wagon r zt,Hybrid,22-28.8,25.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
00851_Suzuki_wagonrzx=Hybrid,Suzuki,wagon r zx,Hybrid,22-28.8,25.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2022,2025"
00852_Suzuki_wagonrzx=Petrol,Suzuki,wagon r zx,Petrol,23.56-25.19,24.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
00853_Suzuki_xbee=Hybrid,Suzuki,xbee,Hybrid,20,20.0,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2018,2024"
00854_Suzuki_xbee=Petrol,Suzuki,xbee,Petrol,13-20,16.5,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2019,2023"
00855_Suzuki_xbeemv=Petrol,Suzuki,xbee mv,Petrol,13-20,16.5,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
00856_Suzuki_xbeemz=Hybrid,Suzuki,xbee mz,Hybrid,20,20.0,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023–2025
00857_Tata_207d=Diesel,Tata,207d,Diesel,13.2,13.2,pickup,2,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2006
00858_Tata_indica=Petrol,Tata,indica,Petrol,15.3-16.84,16.1,hatchback,5,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2005,2007,2015"
00859_Tata_indicaev2=Diesel,Tata,indica ev2,Diesel,18-20,19.0,hatchback,5,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
00860_Tata_indigo=Diesel,Tata,indigo,Diesel,19.6-25,22.3,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006–2007
00861_Tata_nano=Petrol,Tata,nano,Petrol,25.4,25.4,hatchback,4,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2011,2012,2015,2016"
00862_Tata_nanocx=Petrol,Tata,nano cx,Petrol,25.4,25.4,hatchback,4,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2011–2012
00863_Tata_nanogenx=Petrol,Tata,nano genx,Petrol,25.4,25.4,hatchback,4,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
00864_Tata_nanotwist=Petrol,Tata,nano twist,Petrol,25.4,25.4,hatchback,4,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
00865_Tata_nexon=Petrol,Tata,nexon,Petrol,16.75-17.26,17.0,suv,5,208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
00866_Tata_tiago=Electric,Tata,tiago,Electric,6.5-8.3,7.4,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
00867_Tata_xenon=Diesel,Tata,xenon,Diesel,13.49,13.49,pickup,2,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2011,2012,2015"
00868_Tesla_model3=Electric,Tesla,model 3,Electric,7.3-7.7,7.5,sedan,5,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
00869_Tesla_models=Electric,Tesla,model s,Electric,5.7,5.7,sedan,5,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015–2016
00870_Tesla_modely=Electric,Tesla,model y,Electric,6.67,6.67,suv,7,167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
00871_Toyota_4runner=Diesel,Toyota,4runner,Diesel,7-9,8.0,suv,5,244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
00872_Toyota_allion240=Petrol,Toyota,allion 240,Petrol,10-16,13.0,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2005,2007"
00873_Toyota_allion260=Petrol,Toyota,allion 260,Petrol,18-19,18.5,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2010,2011,2013"
00874_Toyota_allion260g=Petrol,Toyota,allion 260g,Petrol,18-19,18.5,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013–2014
00875_Toyota_allion260g=Petrol,Toyota,allion 260g,Petrol,18-19,18.5,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
00876_Toyota_alliona15g=Petrol,Toyota,allion a15 g,Petrol,18-20,19.0,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2008
00877_Toyota_alliong=Petrol,Toyota,allion g,Petrol,16-17,16.5,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2010,2012,2014,2016,2017,2018"
00878_Toyota_allionnzt260=Petrol,Toyota,allion nzt260,Petrol,18-20,19.0,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2018"
00879_Toyota_alphardadvancepremium=Hybrid,Toyota,alphard advance premium,Hybrid,17.2-19.6,18.4,mpv/minivan,7,165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2015
00880_Toyota_alphardexecutivelounge=Hybrid,Toyota,alphard executive lounge,Hybrid,17.2-19.6,18.4,mpv/minivan,7,165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"2016,2024,2025"
00881_Toyota_aqua=Hybrid,Toyota,aqua,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2012,2013,2014,2018"
00882_Toyota_aqua=Hybrid,Toyota,aqua,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2015,2022"
00883_Toyota_aquaeagleeye=Hybrid,Toyota,aqua eagle eye,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2018
00884_Toyota_aquag=Hybrid,Toyota,aqua g,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2012,2014"
00885_Toyota_aquag=Hybrid,Toyota,aqua g,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2013,2015,2022,2024"
00886_Toyota_aquagrsport=Hybrid,Toyota,aqua gr sport,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
00887_Toyota_aquags=Hybrid,Toyota,aqua gs,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
00888_Toyota_aquas=Hybrid,Toyota,aqua s,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
00889_Toyota_aquas=Hybrid,Toyota,aqua s,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013–2015
00890_Toyota_aquaxurban=Hybrid,Toyota,aqua x urban,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
00891_Toyota_aquaxurbang=Hybrid,Toyota,aqua x urban g,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
00892_Toyota_aquaz=Hybrid,Toyota,aqua z,Hybrid,35.8,35.8,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
00893_Toyota_auris=Petrol,Toyota,auris,Petrol,,,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
00894_Toyota_avanza=Petrol,Toyota,avanza,Petrol,15.2,15.2,mpv / minivan,7,190,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2011
00895_Toyota_avanzag=Petrol,Toyota,avanza g,Petrol,15.2,15.2,mpv/minivan,7,190,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2011
00896_Toyota_axio=Petrol,Toyota,axio,Petrol,16,16.0,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2008,2009,2013,2016,2017,2019"
00897_Toyota_axio=Hybrid,Toyota,axio,Hybrid,28.5,28.5,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2014,2015,2018"
00898_Toyota_axio141=Petrol,Toyota,axio 141,Petrol,15-23,19.0,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2008,2010"
00899_Toyota_axio141g=Petrol,Toyota,axio 141 g,Petrol,15-23,19.0,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2010
00900_Toyota_axio141x=Petrol,Toyota,axio 141 x,Petrol,15-23,19.0,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2010
00901_Toyota_axio161g=Hybrid,Toyota,axio 161 g,Hybrid,20-22,21.0,sedan,5,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
00902_Toyota_axio165g=Hybrid,Toyota,axio 165 g,Hybrid,20-22,21.0,sedan,5,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
00903_Toyota_axiocorolla=Petrol,Toyota,axio corolla,Petrol,15-20,17.5,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
00904_Toyota_axiocorollag=Hybrid,Toyota,axio corolla g,Hybrid,22-24,23.0,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
00905_Toyota_axioex=Hybrid,Toyota,axio ex,Hybrid,23.6,23.6,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022
00906_Toyota_axiofielderg=Hybrid,Toyota,axio fielder g,Hybrid,20-22,21.0,station wagon,5,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2014
00907_Toyota_axiog=Petrol,Toyota,axio g,Petrol,13-23,18.0,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2010,2011,2015"
00908_Toyota_axiog=Hybrid,Toyota,axio g,Hybrid,28.5,28.5,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2014,2016,2017,2018,2022,2023,2024,2025"
00909_Toyota_axionke165=Hybrid,Toyota,axio nke 165,Hybrid,33,33.0,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022
00910_Toyota_axionke165ex=Hybrid,Toyota,axio nke 165 ex,Hybrid,33,33.0,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
00911_Toyota_axiowxb=Petrol,Toyota,axio wxb,Petrol,16-23,19.5,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016–2017
00912_Toyota_axiowxb=Hybrid,Toyota,axio wxb,Hybrid,33,33.0,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018–2019
00913_Toyota_axiox=Petrol,Toyota,axio x,Petrol,16-23,19.5,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2008,2009,2011,2013"
00914_Toyota_axiox=Hybrid,Toyota,axio x,Hybrid,33,33.0,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014–2015
00915_Toyota_belta=Petrol,Toyota,belta,Petrol,14-20,17.0,sedan,5,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2007–2010
00916_Toyota_c-hr=Petrol,Toyota,c-hr,Petrol,15-16,15.5,suv / crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"2017,2018,2019,2022,2023"
00917_Toyota_c-hrgrsportblack=Petrol,Toyota,c-hr gr sport black,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2023
00918_Toyota_c-hrgt=Petrol,Toyota,c-hr gt,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2017–2018
00919_Toyota_c-hrgtbrunoneuro=Petrol,Toyota,c-hr gt bruno neuro,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2023
00920_Toyota_c-hrgtmodenerosafetyplus=Petrol,Toyota,c-hr gt mode nero safety plus,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2023
00921_Toyota_c-hrngx10=Petrol,Toyota,c-hr ngx10,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2018–2019
00922_Toyota_c-hrngx10eagleseye=Petrol,Toyota,c-hr ngx10 eagles eye,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2019
00923_Toyota_c-hrngx10gt=Petrol,Toyota,c-hr ngx10 gt,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"2018,2023"
00924_Toyota_c-hrngx50=Petrol,Toyota,c-hr ngx50,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2017–2018
00925_Toyota_c-hrngx50gt=Petrol,Toyota,c-hr ngx50 gt,Petrol,15-16,15.5,suv/crossover,5,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2017
00926_Toyota_camry=Hybrid,Toyota,camry,Hybrid,22.5,22.5,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012–2013
00927_Toyota_camry=Petrol,Toyota,camry,Petrol,17-25,21.0,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
00928_Toyota_corolla=Petrol,Toyota,corolla,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2005,2008,2014"
00929_Toyota_corolla=Hybrid,Toyota,corolla,Hybrid,20-26,23.0,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
00930_Toyota_corolla=Petrol,Toyota,corolla,Petrol,10-25,17.5,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
00931_Toyota_corolla121=Petrol,Toyota,corolla 121,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
00932_Toyota_corolla121g=Petrol,Toyota,corolla 121 g,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
00933_Toyota_corolla121lx=Petrol,Toyota,corolla 121 lx,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
00934_Toyota_corolla141=Petrol,Toyota,corolla 141,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2008
00935_Toyota_corolla141gli=Petrol,Toyota,corolla 141 gli,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
00936_Toyota_corolla141lx=Petrol,Toyota,corolla 141 lx,Petrol,10-25,17.5,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2008
00937_Toyota_corolla141xli=Diesel,Toyota,corolla 141 xli,Diesel,21.3,21.3,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011
00938_Toyota_corollacross=Petrol,Toyota,corolla cross,Petrol,10-25,17.5,suv,5,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
00939_Toyota_corollacross=Hybrid,Toyota,corolla cross,Hybrid,20-26,23.0,suv,5,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025
00940_Toyota_corollacrossz=Hybrid,Toyota,corolla cross z,Hybrid,20-26,23.0,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2023,2025"
00941_Toyota_corollag=Petrol,Toyota,corolla g,Petrol,10-25,17.5,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
00942_Toyota_corollasportgz=Petrol,Toyota,corolla sport gz,Petrol,10-25,17.5,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022
00943_Toyota_corollawxb=Petrol,Toyota,corolla wxb,Petrol,10-25,17.5,wagon / station wagon,5,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2022–2024
00944_Toyota_crownathletes=Hybrid,Toyota,crown athlete s,Hybrid,23.2,23.2,sedan,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
00945_Toyota_crownestatez=Hybrid,Toyota,crown estate z,Hybrid,24,24.0,wagon/station wagon,5,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2025
00946_Toyota_crownmajesta=Petrol,Toyota,crown majesta,Petrol,11-12,11.5,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2007
00947_Toyota_crownsportz=Hybrid,Toyota,crown sport z,Hybrid,20.3-23.2,21.8,suv,5,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
00948_Toyota_esquire=Hybrid,Toyota,esquire,Hybrid,19-23,21.0,mpv / minivan,7,155,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2015
00949_Toyota_fielder=Hybrid,Toyota,fielder,Hybrid,16,16.0,station wagon,5,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023
00950_Toyota_fortuner=Petrol,Toyota,fortuner,Petrol,10.3-11,10.7,suv,7,225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2006,2014,2016"
00951_Toyota_fortuner=Diesel,Toyota,fortuner,Diesel,11-14,12.5,suv,7,225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2012,2013,2017"
00952_Toyota_harrier=Petrol,Toyota,harrier,Petrol,13.2,13.2,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2011,2017,2019"
00953_Toyota_harrier=Hybrid,Toyota,harrier,Hybrid,16.9,16.9,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014–2015
00954_Toyota_harrieradvancepremium=Hybrid,Toyota,harrier advance premium,Hybrid,16.9,16.9,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
00955_Toyota_harrieradvancepremium=Petrol,Toyota,harrier advance premium,Petrol,13.2,13.2,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
00956_Toyota_harrierelegance=Petrol,Toyota,harrier elegance,Petrol,13.2,13.2,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2017
00957_Toyota_harrierg=Petrol,Toyota,harrier g,Petrol,13.2,13.2,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
00958_Toyota_harrierpremium=Petrol,Toyota,harrier premium,Petrol,13.2,13.2,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
00959_Toyota_harrierz=Petrol,Toyota,harrier z,Petrol,13.2,13.2,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023–2024
00960_Toyota_harrierz=Hybrid,Toyota,harrier z,Hybrid,16.9,16.9,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
00961_Toyota_hilux=Diesel,Toyota,hilux,Diesel,8-12,10.0,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2006,2007,2008,2009,2010,2011,2016,2017,2018,2019"
00962_Toyota_hilux=Diesel,Toyota,hilux,Diesel,8-12,10.0,pickup,5,279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00963_Toyota_hilux166=Diesel,Toyota,hilux 166,Diesel,8-12,10.0,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2005
00964_Toyota_hilux3l=Diesel,Toyota,hilux 3l,Diesel,7.2-16,11.6,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2011,2017"
00965_Toyota_hilux3l1kd=Diesel,Toyota,hilux 3l 1kd,Diesel,7.2-16,11.6,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2008
00966_Toyota_hiluxb5rocco=Petrol,Toyota,hilux b5 rocco,Petrol,10-18,14.0,pickup,5,270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2020
00967_Toyota_hiluxb5rocco=Diesel,Toyota,hilux b5 rocco,Diesel,10-18,14.0,pickup,5,279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00968_Toyota_hiluxchamp=Diesel,Toyota,hilux champ,Diesel,13,13.0,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2012
00969_Toyota_hiluxchamp=Diesel,Toyota,hilux champ,Diesel,13,13.0,pickup,5,279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00970_Toyota_hiluxgrsport=Diesel,Toyota,hilux gr sport,Diesel,12.3,12.3,pickup,5,270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2019,2022,2023,2024,2025"
00971_Toyota_hiluxinvisible=Diesel,Toyota,hilux invisible,Diesel,10-13,11.5,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2008
00972_Toyota_hiluxrevo=Diesel,Toyota,hilux revo,Diesel,8-13,10.5,pickup,5,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2016,2017,2018,2019,2024,2025"
00973_Toyota_hiluxrevogrsport=Diesel,Toyota,hilux revo gr sport,Diesel,8-13,10.5,pickup,5,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00974_Toyota_hiluxrevomodellist=Diesel,Toyota,hilux revo modellist,Diesel,8-13,10.5,pickup,5,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00975_Toyota_hiluxrevomodellista=Diesel,Toyota,hilux revo modellista,Diesel,8-13,10.5,pickup,5,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00976_Toyota_hiluxrocco=Diesel,Toyota,hilux rocco,Diesel,8.8-14.1,11.4,pickup,5,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2018,2019,2024,2025"
00977_Toyota_hiluxroccob5=Diesel,Toyota,hilux rocco b5,Diesel,8.8-14.1,11.4,pickup,5,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2020,2025"
00978_Toyota_hiluxroccogrsport=Diesel,Toyota,hilux rocco gr sport,Diesel,8.8-14.1,11.4,pickup,5,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2020,2025"
00979_Toyota_hiluxroccomodelista=Diesel,Toyota,hilux rocco modelista,Diesel,8.8-14.1,11.4,pickup,5,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
00980_Toyota_hiluxsmartcab=Diesel,Toyota,hilux smart cab,Diesel,10-15,12.5,pickup,5,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2005,2010"
